pub_date	title	venue	excerpt	citation	url_slug	paper_url
Jul-02-2022	Co-opetitive mean field type game based task offloading strategy in multi-access edge computing networks	IET Comminications	This paper is about the number 1. The number 2 is left for future work.	Yang, Xiangjiang. (2022). "Co-opetitive mean field type game based task offloading strategy in multi-access edge computing networks." <i>Journal 1</i>. 1(1).	Co-opetitive mean field type game based task offloading strategy in multi-access edge computing networks	https://ietresearch.onlinelibrary.wiley.com/doi/epdf/10.1049/cmu2.12450
